KEY,BK_AC_TYPE_ID,ICAO_TYPE_CODE,AC_CATEGORY,EQV_TYPE,EQV_NAME,ICAO_ENGINE_DESC,CO2_COEFF,MASS,BAND_FROM_NM,BAND_TO_NM,BAND_FLOOR_NM,FUEL_TOT,FUEL_TOT_MARG_RATE,CORR_FACTOR,CALC_RETURN_CODE,TINV,S,N,X_BAR,SXX,E,ERROR_TYPE,MASS_RATIO,ERROR_RATE_FUEL_PER_NM,AO_FUEL_VERSION_ID,CREA_DATE,CREA_NOTE,VALID_FROM,VALID_TO
E75S----,3433,E75S,"Jet <43,3T",AO EQV,E170,J,3.15,38233.68825,0,999999,0,537.5877473,3.867802074,1.045474212,,,,,,,,,,,5.1,,,,
EC25----,660,EC25,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,10852.12295,0,999999,0,122.7833758,1.470516106,1.159,,,,,,,,,,,5.1,,,,
EC75----,3385,EC75,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,7605,0,999999,0,103.7720122,1.199112491,1.159,,,,,,,,,,,5.1,,,,
EH10----,1155,EH10,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,13114.86269,0,999999,0,136.0313398,1.659642221,1.159,,,,,,,,,,,5.1,,,,
ETAR----,172,ETAR,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,10579.29232,0,999999,0,306.2739245,1.345843689,1.159,,,,,,,,,,,5.1,,,,
EUFI----,666,EUFI,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,20406.34804,0,999999,0,428.8698502,2.217952651,1.159,,,,,,,,,,,5.1,,,,
F1----,669,F1,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,15200,0,999999,0,363.9188541,1.755911637,1.159,,,,,,,,,,,5.1,,,,
F100----,1162,F100,Jet <90T,AO SAMPLE,F100,J,3.15,43924.85934,0,999999,0,743.5812616,4.842054857,1.159,,,,,,,,,,,5.1,,,,
F104----,1655,F104,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,13978.30771,0,999999,0,348.6778194,1.647491697,1.159,,,,,,,,,,,5.1,,,,
F117----,1163,F117,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,23805,0,999999,0,471.2692111,2.519568406,1.159,,,,,,,,,,,5.1,,,,
F14----,1656,F14,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,30420,0,999999,0,553.7936285,3.106621227,1.159,,,,,,,,,,,5.1,,,,
F15----,177,F15,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,27111.49093,0,999999,0,512.5188313,2.813005266,1.159,,,,,,,,,,,5.1,,,,
F16----,1164,F16,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,17424.17566,0,999999,0,391.6662163,1.953297669,1.159,,,,,,,,,,,5.1,,,,
F18----,178,F18,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,24549.17108,0,999999,0,480.5530032,2.585610391,1.159,,,,,,,,,,,5.1,,,,
F18H----,3426,F18H,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,23805,0,999999,0,471.2692111,2.519568406,1.159,,,,,,,,,,,5.1,,,,
F2----,672,F2,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,22100,0,999999,0,449.9987453,2.368256984,1.159,,,,,,,,,,,5.1,,,,
F22----,1165,F22,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,37845,0,999999,0,646.4230766,3.765558067,1.159,,,,,,,,,,,5.1,,,,
F27----,673,F27,Turbo Prop,ANCAT WITH NEW MODEL,ANCAT,T,3.15,20459.23012,0,999999,0,200.0850607,2.309824609,1.159,,,,,,,,,,,5.1,,,,
F28----,1166,F28,"Jet <43,3T",ANCAT WITH NEW MODEL,ANCAT,J,3.15,32429.91733,0,999999,0,747.5780465,4.683567874,1.159,,,,,,,,,,,5.1,,,,
F2TH----,1659,F2TH,"Jet <43,3T",AO SAMPLE,F2TH,J,3.15,18084.88353,0,999999,0,425.6009862,1.891089712,1.159,,,,,,,,,,,5.1,,,,
F35----,2147,F35,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,32000,0,999999,0,573.504676,3.246839437,1.159,,,,,,,,,,,5.1,,,,
F4----,674,F4,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,25759.87072,0,999999,0,495.6569008,2.693054781,1.159,,,,,,,,,,,5.1,,,,
F5----,1660,F5,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,9691.557431,0,999999,0,295.1991242,1.267061033,1.159,,,,,,,,,,,5.1,,,,
F50----,181,F50,Turbo Prop,AO SAMPLE,F50,T,3.15,20480.2423,0,999999,0,152.0084977,2.268114082,1.159,,,,,,,,,,,5.1,,,,
F60----,675,F60,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,23120,0,999999,0,194.609751,2.495899573,1.159,,,,,,,,,,,5.1,,,,
F70----,1661,F70,"Jet <43,3T",AO SAMPLE,F70,J,3.15,38204.90127,0,999999,0,658.5154174,4.305203021,1.159,,,,,,,,,,,5.1,,,,
F8----,182,F8,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,13005,0,999999,0,336.5354685,1.561114821,1.159,,,,,,,,,,,5.1,,,,
F86----,676,F86,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,7605,0,999999,0,269.1685971,1.081888028,1.159,,,,,,,,,,,5.1,,,,
F900----,1662,F900,"Jet <43,3T",AO SAMPLE,F900,J,3.15,21650.93155,0,999999,0,454.2077529,2.11563147,1.159,,,,,,,,,,,5.1,,,,
FA10----,677,FA10,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,8570.185576,0,999999,0,281.2096217,1.1675441,1.159,,,,,,,,,,,5.1,,,,
FA20----,1663,FA20,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,13393.60424,0,999999,0,341.383441,1.595601776,1.159,,,,,,,,,,,5.1,,,,
FA50----,678,FA50,"Jet <43,3T",AO SAMPLE,FA50,J,3.15,18421.13089,0,999999,0,520.3376528,1.797212291,1.159,,,,,,,,,,,5.1,,,,
FA5X----,3475,FA5X,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,31205,0,999999,0,563.5867755,3.176286603,1.159,,,,,,,,,,,5.1,,,,
FA7X----,2156,FA7X,"Jet <43,3T",AO SAMPLE,FA7X,J,3.15,31603.94461,0,999999,0,517.73341,2.443270541,1.159,,,,,,,,,,,5.1,,,,
FA8X----,3428,FA8X,"Jet <43,3T",AO SAMPLE,FA8X,J,3.15,32805,0,999999,0,430.8035308,2.590822072,1.159,,,,,,,,,,,5.1,,,,
FC1----,2045,FC1,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,12500,0,999999,0,330.2354185,1.516298241,1.159,,,,,,,,,,,5.1,,,,
FREL----,193,FREL,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,13005,0,999999,0,135.3881121,1.65045959,1.159,,,,,,,,,,,5.1,,,,
FURY----,194,FURY,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,5780,0,999999,0,246.4010897,0.919927121,1.159,,,,,,,,,,,5.1,,,,
G150----,1999,G150,"Jet <43,3T",AO SAMPLE,G150,J,3.15,11994.22799,0,999999,0,353.8865455,1.383722017,1.159,,,,,,,,,,,5.1,,,,
G159----,1675,G159,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,15279.79296,0,999999,0,148.7066456,1.840593146,1.159,,,,,,,,,,,5.1,,,,
G222----,198,G222,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,26723.9505,0,999999,0,215.7102804,2.797127832,1.159,,,,,,,,,,,5.1,,,,
G250----,3374,G250,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,18000,0,999999,0,398.8498244,2.004399604,1.159,,,,,,,,,,,5.1,,,,
G280----,3384,G280,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,18000,0,999999,0,398.8498244,2.004399604,1.159,,,,,,,,,,,5.1,,,,
G4SG----,1186,G4SG,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,6125,0,999999,0,250.7050842,0.950544389,1.159,,,,,,,,,,,5.1,,,,
GA5C----,3431,GA5C,"Jet <43,3T",AO EQV,GLF5,J,3.15,35740.63362,0,999999,0,782.6656206,2.838797542,0.865559032,,,,,,,,,,,5.1,,,,
GA6C----,3490,GA6C,"Jet <43,3T",AO EQV,GLF5,J,3.15,42411.51141,0,999999,0,782.6656206,2.838797542,1.027112926,,,,,,,,,,,5.1,,,,
GALX----,696,GALX,"Jet <43,3T",AO SAMPLE,GALX,J,3.15,16191.79747,0,999999,0,277.7101512,1.887862905,1.159,,,,,,,,,,,5.1,,,,
GFLY----,2091,GFLY,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,10125,0,999999,0,300.6064704,1.305527198,1.159,,,,,,,,,,,5.1,,,,
GL5T----,1977,GL5T,"Jet <43,3T",AO SAMPLE,GL5T,J,3.15,41485.60873,0,999999,0,922.2117775,3.092102973,1.159,,,,,,,,,,,5.1,,,,
GL7T----,3491,GL7T,Jet <90T,REG AVG_FUEL_PER_NM,Jet <90T,J,3.15,51261.98957,0,999999,0,756.2975118,5.046531874,1.159,,,,,,,,,,,5.1,,,,
GLEX----,205,GLEX,Jet <90T,AO SAMPLE,GLEX,J,3.15,44474.26149,0,999999,0,778.6880617,3.203824034,1.159,,,,,,,,,,,5.1,,,,
GLF2----,699,GLF2,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,30242.25142,0,999999,0,551.5761534,3.090846805,1.159,,,,,,,,,,,5.1,,,,
GLF3----,1192,GLF3,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,31216.70767,0,999999,0,563.7328328,3.177325609,1.159,,,,,,,,,,,5.1,,,,
GLF4----,1685,GLF4,"Jet <43,3T",AO SAMPLE,GLF4,J,3.15,33485.46695,0,999999,0,757.7102162,2.914809947,1.159,,,,,,,,,,,5.1,,,,
GLF5----,206,GLF5,"Jet <43,3T",AO SAMPLE,GLF5,J,3.15,41291.96541,0,999999,0,782.6656206,2.838797542,1.159,,,,,,,,,,,5.1,,,,
GLF6----,3383,GLF6,Jet <90T,AO SAMPLE,GLF6,J,3.15,45448.55123,0,999999,0,787.6380159,3.048613473,1.159,,,,,,,,,,,5.1,,,,
GSPN----,3243,GSPN,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,6125,0,999999,0,250.7050842,0.950544389,1.159,,,,,,,,,,,5.1,,,,
H160----,3437,H160,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,6125,0,999999,0,95.10685889,1.075409952,1.159,,,,,,,,,,,5.1,,,,
H25A----,1692,H25A,"Jet <43,3T",AO EQV,H25B,J,3.15,10795.79343,0,999999,0,306.2420006,1.582878834,0.86933804,,,,,,,,,,,5.1,,,,
H25B----,213,H25B,"Jet <43,3T",AO SAMPLE,H25B,J,3.15,12418.4068,0,999999,0,306.2420006,1.582878834,1.159,,,,,,,,,,,5.1,,,,
H25C----,707,H25C,"Jet <43,3T",AO EQV,H25B,J,3.15,14045,0,999999,0,306.2420006,1.582878834,1.130982438,,,,,,,,,,,5.1,,,,
H46----,1201,H46,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,10580,0,999999,0,121.1901413,1.447771309,1.159,,,,,,,,,,,5.1,,,,
H47----,1694,H47,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,22049.29323,0,999999,0,188.3409413,2.406406907,1.159,,,,,,,,,,,5.1,,,,
H53----,709,H53,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,33620,0,999999,0,256.0855007,3.373518932,1.159,,,,,,,,,,,5.1,,,,
H60----,1695,H60,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,9587.226048,0,999999,0,115.3776153,1.364792486,1.159,,,,,,,,,,,5.1,,,,
H64----,216,H64,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,8000,0,999999,0,106.0846713,1.232127695,1.159,,,,,,,,,,,5.1,,,,
HA4T----,3244,HA4T,"Jet <43,3T",AO SAMPLE,HA4T,J,3.15,17342.96959,0,999999,0,476.5259703,1.827270876,1.159,,,,,,,,,,,5.1,,,,
HAR----,711,HAR,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,13497.44218,0,999999,0,342.6788553,1.604816948,1.159,,,,,,,,,,,5.1,,,,
HAWK----,1697,HAWK,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,7399.447181,0,999999,0,266.6042545,1.063646099,1.159,,,,,,,,,,,5.1,,,,
HERN----,1206,HERN,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,6029.917355,0,999999,0,249.5188953,0.942106212,1.159,,,,,,,,,,,5.1,,,,
HF20----,1699,HF20,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,9245,0,999999,0,289.6281655,1.22743098,1.159,,,,,,,,,,,5.1,,,,
HUNT----,226,HUNT,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,11163.44419,0,999999,0,313.5614216,1.397684657,1.159,,,,,,,,,,,5.1,,,,
I114----,1214,I114,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,23805,0,999999,0,198.6203118,2.553153788,1.159,,,,,,,,,,,5.1,,,,
IL14----,1218,IL14,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,17000,0,999999,0,386.3744779,1.915653902,1.159,,,,,,,,,,,5.1,,,,
IL18----,1711,IL18,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,63688.15201,0,999999,0,432.1295186,5.886699151,1.159,,,,,,,,,,,5.1,,,,
IL38----,726,IL38,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,63845,0,999999,0,433.0478375,5.899808945,1.159,,,,,,,,,,,5.1,,,,
IL62----,1219,IL62,Heavy Jet,REG AVG_FUEL_PER_NM,Heavy Jet,J,3.15,168255.1781,0,999999,0,1017.879178,10.03516412,1.159,,,,,,,,,,,5.1,,,,
IL76----,1712,IL76,Heavy Jet,REG AVG_FUEL_PER_NM,Heavy Jet,J,3.15,190027.1597,0,999999,0,1173.363275,11.07508252,1.159,,,,,,,,,,,5.1,,,,
IL86----,233,IL86,Heavy Jet,REG AVG_FUEL_PER_NM,Heavy Jet,J,3.15,212730.5101,0,999999,0,1335.49872,12.15948689,1.159,,,,,,,,,,,5.1,,,,
IL96----,727,IL96,Heavy Jet,REG AVG_FUEL_PER_NM,Heavy Jet,J,3.15,250610.8028,0,999999,0,1606.019943,13.96880376,1.159,,,,,,,,,,,5.1,,,,
J328----,732,J328,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,15574.40995,0,999999,0,368.589748,1.789138911,1.159,,,,,,,,,,,5.1,,,,
JAGR----,241,JAGR,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,14664.43597,0,999999,0,357.2375073,1.708382632,1.159,,,,,,,,,,,5.1,,,,
JCOM----,737,JCOM,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,8405,0,999999,0,279.1488744,1.15288459,1.159,,,,,,,,,,,5.1,,,,
JS20----,246,JS20,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,5700,0,999999,0,92.61855474,1.039887264,1.159,,,,,,,,,,,5.1,,,,
JS31----,1233,JS31,Turbo Prop,ANCAT WITH NEW MODEL,ANCAT,T,3.15,7047.142106,0,999999,0,55.73383214,1.260637759,1.159,,,,,,,,,,,5.1,,,,
JS32----,1726,JS32,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,7220.136933,0,999999,0,101.5187031,1.166944559,1.159,,,,,,,,,,,5.1,,,,
JS41----,247,JS41,Turbo Prop,ANCAT WITH NEW MODEL,ANCAT,T,3.15,11039.9332,0,999999,0,81.16332959,1.687872339,1.159,,,,,,,,,,,5.1,,,,
JU52----,1727,JU52,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,10580,0,999999,0,306.2827531,1.345906492,1.159,,,,,,,,,,,5.1,,,,
K35E----,1729,K35E,Heavy Jet,REG AVG_FUEL_PER_NM,Heavy Jet,J,3.15,146284,0,999999,0,860.9725241,8.985731278,1.159,,,,,,,,,,,5.1,,,,
K35R----,250,K35R,Heavy Jet,REG AVG_FUEL_PER_NM,Heavy Jet,J,3.15,146086.9998,0,999999,0,859.5656518,8.976321747,1.159,,,,,,,,,,,5.1,,,,
KA27----,1238,KA27,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,11260.74322,0,999999,0,125.1757794,1.504669731,1.159,,,,,,,,,,,5.1,,,,
L101----,1248,L101,Heavy Jet,REG AVG_FUEL_PER_NM,Heavy Jet,J,3.15,226290.7494,0,999999,0,1432.338851,12.80717908,1.159,,,,,,,,,,,5.1,,,,
L159----,757,L159,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,8000,0,999999,0,274.096359,1.11694258,1.159,,,,,,,,,,,5.1,,,,
L188----,264,L188,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,51375.59401,0,999999,0,360.041544,4.857581127,1.159,,,,,,,,,,,5.1,,,,
L29A----,1744,L29A,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,20375.37693,0,999999,0,428.4834748,2.215204098,1.159,,,,,,,,,,,5.1,,,,
L29B----,265,L29B,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,20138.89704,0,999999,0,425.5333063,2.194217524,1.159,,,,,,,,,,,5.1,,,,
L37----,759,L37,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,15680,0,999999,0,369.9070205,1.798509574,1.159,,,,,,,,,,,5.1,,,,
L410----,760,L410,Turbo Prop,AO SAMPLE,L410,T,3.15,6396.561712,0,999999,0,125.7599986,1.146154845,1.159,,,,,,,,,,,5.1,,,,
L59----,1746,L59,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,6845,0,999999,0,259.6873338,1.014441294,1.159,,,,,,,,,,,5.1,,,,
LJ24----,767,LJ24,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,5823.393241,0,999999,0,246.9424354,0.923778085,1.159,,,,,,,,,,,5.1,,,,
LJ25----,1260,LJ25,"Jet <43,3T",AO EQV,LJ40,J,3.15,6846.481067,0,999999,0,231.4230075,1.287614109,0.726814857,,,,,,,,,,,5.1,,,,
LJ31----,274,LJ31,"Jet <43,3T",AO SAMPLE,LJ31,J,3.15,7776.497495,0,999999,0,236.0656748,1.11583053,1.159,,,,,,,,,,,5.1,,,,
LJ35----,768,LJ35,"Jet <43,3T",AO EQV,LJ40,J,3.15,8465.440987,0,999999,0,231.4230075,1.287614109,0.898681852,,,,,,,,,,,5.1,,,,
LJ40----,1978,LJ40,"Jet <43,3T",AO SAMPLE,LJ40,J,3.15,9419.841927,0,999999,0,231.4230075,1.287614109,1.159,,,,,,,,,,,5.1,,,,
LJ45----,1261,LJ45,"Jet <43,3T",AO SAMPLE,LJ45,J,3.15,9553.242026,0,999999,0,314.467404,1.196836277,1.159,,,,,,,,,,,5.1,,,,
LJ55----,1754,LJ55,"Jet <43,3T",AO EQV,LJ45,J,3.15,9680,0,999999,0,314.467404,1.196836277,1.013268582,,,,,,,,,,,5.1,,,,
LJ60----,275,LJ60,"Jet <43,3T",AO SAMPLE,LJ60,J,3.15,10597.09509,0,999999,0,228.9927434,1.368994697,1.159,,,,,,,,,,,5.1,,,,
LJ70----,3418,LJ70,"Jet <43,3T",AO EQV,LJ45,J,3.15,9680,0,999999,0,314.467404,1.196836277,1.013268582,,,,,,,,,,,5.1,,,,
LJ75----,3399,LJ75,"Jet <43,3T",AO EQV,LJ45,J,3.15,9680,0,999999,0,314.467404,1.196836277,1.013268582,,,,,,,,,,,5.1,,,,
M28----,284,M28,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,7286.269591,0,999999,0,101.9058988,1.172472112,1.159,,,,,,,,,,,5.1,,,,
