KEY,BK_AC_TYPE_ID,ICAO_TYPE_CODE,AC_CATEGORY,EQV_TYPE,EQV_NAME,ICAO_ENGINE_DESC,CO2_COEFF,MASS,BAND_FROM_NM,BAND_TO_NM,BAND_FLOOR_NM,FUEL_TOT,FUEL_TOT_MARG_RATE,CORR_FACTOR,CALC_RETURN_CODE,TINV,S,N,X_BAR,SXX,E,ERROR_TYPE,MASS_RATIO,ERROR_RATE_FUEL_PER_NM,AO_FUEL_VERSION_ID,CREA_DATE,CREA_NOTE,VALID_FROM,VALID_TO
M339----,779,M339,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,5814.523493,0,999999,0,246.8317822,0.922990933,1.159,,,,,,,,,,,5.1,,,,
M346----,3245,M346,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,9680,0,999999,0,295.0549412,1.26603536,1.159,,,,,,,,,,,5.1,,,,
M55----,1766,M55,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,24259.21522,0,999999,0,476.9357034,2.559878055,1.159,,,,,,,,,,,5.1,,,,
MD11----,1279,MD11,Heavy Jet,AO SAMPLE,MD11,J,3.15,284592.6647,0,999999,0,1699.526141,16.99214553,1.159,,,,,,,,,,,5.1,,,,
MD81----,1280,MD81,Jet <90T,AO EQV,MD82,J,3.15,63851.99176,0,999999,0,797.5163493,7.059720733,0.983008174,,,,,,,,,,,5.1,,,,
MD82----,1773,MD82,Jet <90T,AO SAMPLE,MD82,J,3.15,64955.70783,0,999999,0,797.5163493,7.059720733,1.159,,,,,,,,,,,5.1,,,,
MD83----,294,MD83,Jet <90T,AO SAMPLE,MD83,J,3.15,71125.37873,0,999999,0,754.6510012,7.142719775,1.159,,,,,,,,,,,5.1,,,,
MD87----,788,MD87,Jet <90T,AO SAMPLE,MD87,J,3.15,61751.73295,0,999999,0,895.6705053,6.295897546,1.159,,,,,,,,,,,5.1,,,,
MD88----,1281,MD88,Jet <90T,AO EQV,MD82,J,3.15,67481.5021,0,999999,0,797.5163493,7.059720733,1.03888487,,,,,,,,,,,5.1,,,,
MD90----,1774,MD90,Jet <90T,AO EQV,MD83,J,3.15,73616.22863,0,999999,0,754.6510012,7.142719775,1.03502055,,,,,,,,,,,5.1,,,,
METR----,1283,METR,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,7220,0,999999,0,264.3655887,1.047720933,1.159,,,,,,,,,,,5.1,,,,
MG17----,1777,MG17,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,6125,0,999999,0,250.7050842,0.950544389,1.159,,,,,,,,,,,5.1,,,,
MG21----,792,MG21,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,9397.865392,0,999999,0,291.5352142,1.240997126,1.159,,,,,,,,,,,5.1,,,,
MG29----,299,MG29,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,18848.21203,0,999999,0,409.4315635,2.079674776,1.159,,,,,,,,,,,5.1,,,,
MG31----,793,MG31,Jet <90T,REG AVG_FUEL_PER_NM,Jet <90T,J,3.15,46080,0,999999,0,739.7043711,4.877777451,1.159,,,,,,,,,,,5.1,,,,
MI14----,301,MI14,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,14045,0,999999,0,141.4771387,1.737385698,1.159,,,,,,,,,,,5.1,,,,
MI24----,1288,MI24,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,11241.4362,0,999999,0,125.06274,1.503055996,1.159,,,,,,,,,,,5.1,,,,
MI26----,1781,MI26,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,56099.37677,0,999999,0,387.6985046,5.252408098,1.159,,,,,,,,,,,5.1,,,,
MI28----,302,MI28,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,11520,0,999999,0,126.6936846,1.526339138,1.159,,,,,,,,,,,5.1,,,,
MI8----,797,MI8,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,12612.9215,0,999999,0,133.0925578,1.617688573,1.159,,,,,,,,,,,5.1,,,,
MIR2----,1291,MIR2,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,16245.06742,0,999999,0,376.9564323,1.84865688,1.159,,,,,,,,,,,5.1,,,,
MIRA----,305,MIRA,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,13520,0,999999,0,342.9602719,1.606818857,1.159,,,,,,,,,,,5.1,,,,
MP20----,805,MP20,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,10000,0,999999,0,299.0470521,1.294433985,1.159,,,,,,,,,,,5.1,,,,
MRF1----,1299,MRF1,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,15340.58111,0,999999,0,365.6726522,1.768387607,1.159,,,,,,,,,,,5.1,,,,
MRJ9----,3448,MRJ9,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,43245,0,999999,0,713.7899479,4.24478486,1.159,,,,,,,,,,,5.1,,,,
MU30----,1302,MU30,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,6559.224515,0,999999,0,256.1221855,0.989079948,1.159,,,,,,,,,,,5.1,,,,
N262----,318,N262,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,7609.726643,0,999999,0,103.7996859,1.199507557,1.159,,,,,,,,,,,5.1,,,,
NH90----,321,NH90,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,10139.26839,0,999999,0,118.6097312,1.410933729,1.159,,,,,,,,,,,5.1,,,,
NORA----,1802,NORA,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,18605,0,999999,0,406.3974091,2.058090754,1.159,,,,,,,,,,,5.1,,,,
P1----,3304,P1,Jet <90T,REG AVG_FUEL_PER_NM,Jet <90T,J,3.15,79380,0,999999,0,846.3336065,5.962210799,1.159,,,,,,,,,,,5.1,,,,
P3----,331,P3,Turbo Prop,ANCAT WITH NEW MODEL,ANCAT,T,3.15,65473.74339,0,999999,0,387.6461588,5.732322063,1.159,,,,,,,,,,,5.1,,,,
P38----,332,P38,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,6845,0,999999,0,259.6873338,1.014441294,1.159,,,,,,,,,,,5.1,,,,
P47----,333,P47,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,8800,0,999999,0,284.0766362,1.187939142,1.159,,,,,,,,,,,5.1,,,,
P8----,3403,P8,Jet <90T,REG AVG_FUEL_PER_NM,Jet <90T,J,3.15,85805,0,999999,0,866.906965,6.17144456,1.159,,,,,,,,,,,5.1,,,,
PC24----,3413,PC24,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,8263.015309,0,999999,0,277.3775661,1.140284059,1.159,,,,,,,,,,,5.1,,,,
PEMB----,1333,PEMB,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,5780,0,999999,0,246.4010897,0.919927121,1.159,,,,,,,,,,,5.1,,,,
PRM1----,355,PRM1,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,5778.502502,0,999999,0,246.3824079,0.919794225,1.159,,,,,,,,,,,5.1,,,,
PRTS----,1835,PRTS,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,5780,0,999999,0,246.4010897,0.919927121,1.159,,,,,,,,,,,5.1,,,,
PUMA----,1838,PUMA,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,6912.880769,0,999999,0,99.71976947,1.14126323,1.159,,,,,,,,,,,5.1,,,,
Q4----,3486,Q4,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,14580,0,999999,0,356.1841393,1.700889302,1.159,,,,,,,,,,,5.1,,,,
R721----,2004,R721,Jet <90T,REG AVG_FUEL_PER_NM,Jet <90T,J,3.15,77273,0,999999,0,839.5868257,5.893595151,1.159,,,,,,,,,,,5.1,,,,
R722----,2018,R722,Heavy Jet,REG AVG_FUEL_PER_NM,Heavy Jet,J,3.15,95000,0,999999,0,494.7290391,6.536198825,1.159,,,,,,,,,,,5.1,,,,
RFAL----,373,RFAL,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,14045,0,999999,0,349.5098289,1.653410351,1.159,,,,,,,,,,,5.1,,,,
RJ1H----,1853,RJ1H,Jet <90T,AO SAMPLE,RJ1H,J,3.15,44973.14775,0,999999,0,460.9550347,5.8510415,1.159,,,,,,,,,,,5.1,,,,
RJ70----,374,RJ70,"Jet <43,3T",AO EQV,RJ1H,J,3.15,41917.14864,0,999999,0,460.9550347,5.8510415,0.932048361,,,,,,,,,,,5.1,,,,
RJ85----,868,RJ85,"Jet <43,3T",AO SAMPLE,RJ85,J,3.15,42899.61512,0,999999,0,683.2139264,5.617264015,1.159,,,,,,,,,,,5.1,,,,
S2P----,878,S2P,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,12501.56011,0,999999,0,330.2548814,1.516436694,1.159,,,,,,,,,,,5.1,,,,
S2T----,1371,S2T,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,12500,0,999999,0,132.4314212,1.608250278,1.159,,,,,,,,,,,5.1,,,,
S3----,1864,S3,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,22696.95313,0,999999,0,457.4459424,2.421234008,1.159,,,,,,,,,,,5.1,,,,
S330----,385,S330,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,7220,0,999999,0,101.5179014,1.166933114,1.159,,,,,,,,,,,5.1,,,,
S4----,386,S4,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,10000,0,999999,0,299.0470521,1.294433985,1.159,,,,,,,,,,,5.1,,,,
S58P----,388,S58P,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,5780,0,999999,0,246.4010897,0.919927121,1.159,,,,,,,,,,,5.1,,,,
S601----,1375,S601,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,6844.949298,0,999999,0,259.6867012,1.014436795,1.159,,,,,,,,,,,5.1,,,,
S61----,1868,S61,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,9472.607769,0,999999,0,114.7065444,1.35521237,1.159,,,,,,,,,,,5.1,,,,
S61R----,389,S61R,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,9300,0,999999,0,113.6959547,1.34078533,1.159,,,,,,,,,,,5.1,,,,
S64----,1376,S64,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,20050.6759,0,999999,0,176.63937,2.239356882,1.159,,,,,,,,,,,5.1,,,,
S92----,1377,S92,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,12143.07598,0,999999,0,130.3416906,1.578417571,1.159,,,,,,,,,,,5.1,,,,
SB20----,891,SB20,Turbo Prop,AO SAMPLE,SB20,T,3.15,23055.22666,0,999999,0,285.9547885,2.522631062,1.159,,,,,,,,,,,5.1,,,,
SB29----,1384,SB29,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,6845,0,999999,0,259.6873338,1.014441294,1.159,,,,,,,,,,,5.1,,,,
SB32----,1877,SB32,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,13520,0,999999,0,342.9602719,1.606818857,1.159,,,,,,,,,,,5.1,,,,
SB35----,398,SB35,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,12152.04826,0,999999,0,325.8945999,1.485419019,1.159,,,,,,,,,,,5.1,,,,
SB37----,892,SB37,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,16245,0,999999,0,376.9555913,1.848650896,1.159,,,,,,,,,,,5.1,,,,
SB39----,1385,SB39,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,13837.35698,0,999999,0,346.9194102,1.634982926,1.159,,,,,,,,,,,5.1,,,,
SBR1----,1879,SBR1,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,11023.88967,0,999999,0,311.8204305,1.385299793,1.159,,,,,,,,,,,5.1,,,,
SBR2----,400,SBR2,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,10930.10429,0,999999,0,310.6504254,1.376976743,1.159,,,,,,,,,,,5.1,,,,
SC7----,1387,SC7,Turbo Prop,ANCAT WITH NEW MODEL,ANCAT,T,3.15,5865.407114,0,999999,0,32.40938111,1.490168157,1.159,,,,,,,,,,,5.1,,,,
SF34----,1885,SF34,Turbo Prop,AO SAMPLE,SF34,T,3.15,12916.89602,0,999999,0,200.1937031,1.030377337,1.159,,,,,,,,,,,5.1,,,,
SH33----,407,SH33,Turbo Prop,ANCAT WITH NEW MODEL,ANCAT,T,3.15,11173.35537,0,999999,0,89.44834928,1.631541277,1.159,,,,,,,,,,,5.1,,,,
SH36----,901,SH36,Turbo Prop,ANCAT WITH NEW MODEL,ANCAT,T,3.15,12201.69728,0,999999,0,104.6451183,1.92194323,1.159,,,,,,,,,,,5.1,,,,
SJ30----,1890,SJ30,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,6125,0,999999,0,250.7050842,0.950544389,1.159,,,,,,,,,,,5.1,,,,
SK70----,411,SK70,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,9900,0,999999,0,297.7995174,1.285559415,1.159,,,,,,,,,,,5.1,,,,
STAR----,1412,STAR,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,6538.908788,0,999999,0,97.53022585,1.110005606,1.159,,,,,,,,,,,5.1,,,,
SU17----,922,SU17,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,19220,0,999999,0,414.0697472,2.112669361,1.159,,,,,,,,,,,5.1,,,,
SU24----,1415,SU24,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,39605,0,999999,0,668.3796865,3.921750503,1.159,,,,,,,,,,,5.1,,,,
SU25----,1908,SU25,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,19160.99773,0,999999,0,413.3336735,2.107433163,1.159,,,,,,,,,,,5.1,,,,
SU27----,923,SU27,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,27337.20682,0,999999,0,515.3347152,2.833036581,1.159,,,,,,,,,,,5.1,,,,
SU95----,3341,SU95,Jet <90T,REG AVG_FUEL_PER_NM,Jet <90T,J,3.15,46153.89435,0,999999,0,739.9409866,4.880183863,1.159,,,,,,,,,,,5.1,,,,
SW2----,1419,SW2,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,5889.888014,0,999999,0,93.73031741,1.055758635,1.159,,,,,,,,,,,5.1,,,,
SW3----,1912,SW3,Turbo Prop,ANCAT WITH NEW MODEL,ANCAT,T,3.15,5814.788447,0,999999,0,53.70124829,1.124551713,1.159,,,,,,,,,,,5.1,,,,
SW4----,433,SW4,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,6905.726716,0,999999,0,99.67788367,1.140665274,1.159,,,,,,,,,,,5.1,,,,
T134----,436,T134,Jet <90T,REG AVG_FUEL_PER_NM,Jet <90T,J,3.15,48513.30084,0,999999,0,747.4959929,4.95701927,1.159,,,,,,,,,,,5.1,,,,
T154----,1423,T154,Heavy Jet,REG AVG_FUEL_PER_NM,Heavy Jet,J,3.15,100220.5132,0,999999,0,532.0112116,6.78555177,1.159,,,,,,,,,,,5.1,,,,
T160----,1916,T160,Heavy Jet,REG AVG_FUEL_PER_NM,Heavy Jet,J,3.15,276125,0,999999,0,1788.228985,15.1874656,1.159,,,,,,,,,,,5.1,,,,
T2----,931,T2,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,6125,0,999999,0,250.7050842,0.950544389,1.159,,,,,,,,,,,5.1,,,,
T204----,1424,T204,Heavy Jet,REG AVG_FUEL_PER_NM,Heavy Jet,J,3.15,104666.5001,0,999999,0,563.7621229,6.997910189,1.159,,,,,,,,,,,5.1,,,,
T22M----,438,T22M,Heavy Jet,REG AVG_FUEL_PER_NM,Heavy Jet,J,3.15,123245,0,999999,0,696.4400451,7.88529492,1.159,,,,,,,,,,,5.1,,,,
T33----,439,T33,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,6480,0,999999,0,255.1338323,0.982049113,1.159,,,,,,,,,,,5.1,,,,
T334----,933,T334,Jet <90T,REG AVG_FUEL_PER_NM,Jet <90T,J,3.15,46080,0,999999,0,739.7043711,4.877777451,1.159,,,,,,,,,,,5.1,,,,
T37----,934,T37,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,33000,0,999999,0,585.9800226,3.335585139,1.159,,,,,,,,,,,5.1,,,,
TBM----,1925,TBM,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,8000,0,999999,0,274.096359,1.11694258,1.159,,,,,,,,,,,5.1,,,,
TCAT----,1433,TCAT,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,9680,0,999999,0,295.0549412,1.26603536,1.159,,,,,,,,,,,5.1,,,,
TIGR----,1436,TIGR,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,6125,0,999999,0,95.10685889,1.075409952,1.159,,,,,,,,,,,5.1,,,,
TOR----,946,TOR,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,21442.29108,0,999999,0,441.7935986,2.309888144,1.159,,,,,,,,,,,5.1,,,,
TPIN----,947,TPIN,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,6480,0,999999,0,255.1338323,0.982049113,1.159,,,,,,,,,,,5.1,,,,
TU22----,951,TU22,Jet <90T,REG AVG_FUEL_PER_NM,Jet <90T,J,3.15,84500,0,999999,0,862.7282517,6.128946497,1.159,,,,,,,,,,,5.1,,,,
TU95----,1937,TU95,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,184320,0,999999,0,1138.40888,15.96944631,1.159,,,,,,,,,,,5.1,,,,
U16----,953,U16,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",P,3.1,14045,0,999999,0,349.5098289,1.653410351,1.159,,,,,,,,,,,5.1,,,,
U2----,1446,U2,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,10125,0,999999,0,300.6064704,1.305527198,1.159,,,,,,,,,,,5.1,,,,
UH1----,1447,UH1,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,7625.355946,0,999999,0,103.8911929,1.200813898,1.159,,,,,,,,,,,5.1,,,,
V10----,1451,V10,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,5780,0,999999,0,93.0869414,1.046573888,1.159,,,,,,,,,,,5.1,,,,
V22----,1944,V22,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,23805,0,999999,0,198.6203118,2.553153788,1.159,,,,,,,,,,,5.1,,,,
W3----,967,W3,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,6480,0,999999,0,97.18532472,1.105081845,1.159,,,,,,,,,,,5.1,,,,
WB57----,1956,WB57,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,28880,0,999999,0,534.5815948,2.969952846,1.159,,,,,,,,,,,5.1,,,,
WW24----,1469,WW24,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,10580,0,999999,0,306.2827531,1.345906492,1.159,,,,,,,,,,,5.1,,,,
Y12----,979,Y12,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,8405,0,999999,0,108.4558788,1.265978728,1.159,,,,,,,,,,,5.1,,,,
Y130----,1472,Y130,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,6499.831664,0,999999,0,255.3812391,0.983809088,1.159,,,,,,,,,,,5.1,,,,
YK40----,1968,YK40,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,16341.85209,0,999999,0,378.1638546,1.857246103,1.159,,,,,,,,,,,5.1,,,,
YK42----,489,YK42,Jet <90T,REG AVG_FUEL_PER_NM,Jet <90T,J,3.15,56625.15639,0,999999,0,773.4707964,5.221186438,1.159,,,,,,,,,,,5.1,,,,
YS11----,1970,YS11,Turbo Prop,REG AVG_FUEL_PER_NM,Turbo Prop,T,3.15,25205,0,999999,0,206.8170784,2.670169703,1.159,,,,,,,,,,,5.1,,,,
YURO----,491,YURO,"Jet <43,3T",REG AVG_FUEL_PER_NM,"Jet <43,3T",J,3.15,10125,0,999999,0,300.6064704,1.305527198,1.159,,,,,,,,,,,5.1,,,,
